93.0,150.0,-1.0,10.793
92.0,151.0,1.0,5.7923
94.0,151.0,-1.0,5.7923
92.0,152.0,1.0,3.2338
100.0,152.0,-1.0,3.2338
92.0,153.0,1.0,17.063
102.0,153.0,-1.0,17.063
93.0,154.0,1.0,12.501
94.0,154.0,-1.0,12.501
94.0,155.0,1.0,21.09
95.0,155.0,-1.0,21.09
94.0,156.0,1.0,10.501
96.0,156.0,-1.0,10.501
94.0,157.0,1.0,15.757
100.0,157.0,-1.0,15.757
95.0,158.0,1.0,16.654
96.0,158.0,-1.0,16.654
96.0,159.0,1.0,10.884
97.0,159.0,-1.0,10.884
98.0,160.0,1.0,5.3247
100.0,160.0,-1.0,5.3247
99.0,161.0,1.0,11.725
100.0,161.0,-1.0,11.725
100.0,162.0,1.0,7.5597
101.0,162.0,-1.0,7.5597
100.0,163.0,1.0,17.429
103.0,163.0,-1.0,17.429
100.0,164.0,1.0,4.6735
104.0,164.0,-1.0,4.6735
100.0,165.0,1.0,4.0819
106.0,165.0,-1.0,4.0819
101.0,166.0,1.0,8.5177
102.0,166.0,-1.0,8.5177
103.0,167.0,1.0,5.8103
104.0,167.0,-1.0,5.8103
103.0,168.0,1.0,5.552
105.0,168.0,-1.0,5.552
103.0,169.0,1.0,5.2711
110.0,169.0,-1.0,5.2711
104.0,170.0,1.0,24.744
105.0,170.0,-1.0,24.744
105.0,171.0,1.0,17.158
106.0,171.0,-1.0,17.158
105.0,172.0,1.0,5.0416
107.0,172.0,-1.0,5.0416
105.0,173.0,1.0,12.502
108.0,173.0,-1.0,12.502
106.0,174.0,1.0,5.0416
107.0,174.0,-1.0,5.0416
108.0,175.0,1.0,30.648
109.0,175.0,-1.0,30.648
109.0,176.0,1.0,11.582
110.0,176.0,-1.0,11.582
110.0,177.0,1.0,12.208
111.0,177.0,-1.0,12.208
110.0,178.0,1.0,13.599
112.0,178.0,-1.0,13.599
114.0,179.0,1.0,91.67
115.0,179.0,-1.0,91.67
